book_theater_id,show_date,audience_count
book_00001,2023-07-01,122
book_00001,2023-07-02,50
book_00001,2023-07-04,42
book_00001,2023-07-05,48
book_00001,2023-07-06,38
book_00001,2023-07-07,44
book_00001,2023-07-08,58
book_00001,2023-07-09,66
book_00001,2023-07-11,40
book_00001,2023-07-12,56
book_00001,2023-07-13,50
book_00001,2023-07-14,44
book_00001,2023-07-15,102
book_00001,2023-07-16,56
book_00001,2023-07-19,32
book_00001,2023-07-20,90
book_00001,2023-07-21,52
book_00001,2023-07-22,94
book_00001,2023-07-23,48
book_00001,2023-07-25,18
book_00001,2023-07-26,46
book_00001,2023-07-27,52
book_00001,2023-07-28,52
book_00001,2023-07-29,66
book_00001,2023-07-30,42
book_00001,2023-08-01,26
book_00001,2023-08-02,24
book_00001,2023-08-03,54
book_00001,2023-08-04,48
book_00001,2023-08-05,76
book_00001,2023-08-06,54
book_00001,2023-08-08,46
book_00001,2023-08-09,44
book_00001,2023-08-10,114
book_00001,2023-08-11,4
book_00001,2023-08-12,36
book_00001,2023-08-13,42
book_00001,2023-08-19,70
book_00001,2023-08-20,36
book_00001,2023-08-22,30
book_00001,2023-08-23,68
book_00001,2023-08-24,54
book_00001,2023-08-25,62
book_00001,2023-08-26,62
book_00001,2023-08-27,56
book_00001,2023-08-29,20
book_00001,2023-08-30,42
book_00001,2023-08-31,72
book_00001,2023-09-01,40
book_00001,2023-09-02,60
book_00001,2023-09-03,78
book_00001,2023-09-05,8
book_00001,2023-09-06,64
book_00001,2023-09-07,40
book_00001,2023-09-08,30
book_00001,2023-09-09,58
book_00001,2023-09-10,80
book_00001,2023-09-12,46
book_00001,2023-09-13,36
book_00001,2023-09-14,80
book_00001,2023-09-15,28
book_00001,2023-09-16,92
book_00001,2023-09-17,92
book_00001,2023-09-20,26
book_00001,2023-09-21,74
book_00001,2023-09-22,42
book_00001,2023-09-23,54
book_00001,2023-09-24,64
book_00001,2023-09-26,48
book_00001,2023-09-27,56
book_00001,2023-09-28,50
book_00001,2023-09-29,28
book_00001,2023-09-30,58
book_00001,2023-10-01,96
book_00001,2023-10-02,12
book_00001,2023-10-03,30
book_00001,2023-10-04,40
book_00001,2023-10-05,26
book_00001,2023-10-06,22
book_00001,2023-10-07,72
book_00001,2023-10-08,52
book_00001,2023-10-11,38
book_00001,2023-10-12,52
book_00001,2023-10-13,54
book_00001,2023-10-14,44
book_00001,2023-10-15,28
book_00001,2023-10-17,40
book_00001,2023-10-18,36
book_00001,2023-10-19,58
book_00001,2023-10-20,52
book_00001,2023-10-21,74
book_00001,2023-10-22,82
book_00001,2023-10-24,36
book_00001,2023-10-25,32
book_00001,2023-10-26,30
book_00001,2023-10-27,42
book_00001,2023-10-28,50
book_00001,2023-10-29,68
book_00001,2023-10-31,48
book_00001,2023-11-01,36
book_00001,2023-11-02,32
book_00001,2023-11-03,24
book_00001,2023-11-04,36
book_00001,2023-11-05,40
book_00001,2023-11-06,6
book_00001,2023-11-07,14
book_00001,2023-11-08,48
book_00001,2023-11-09,54
book_00001,2023-11-10,14
book_00001,2023-11-11,66
book_00001,2023-11-12,68
book_00001,2023-11-14,4
book_00001,2023-11-15,48
book_00001,2023-11-16,16
book_00001,2023-11-17,28
book_00001,2023-11-18,92
book_00001,2023-11-19,76
book_00001,2023-11-21,20
book_00001,2023-11-22,70
book_00001,2023-11-23,16
book_00001,2023-11-24,16
book_00001,2023-11-25,52
book_00001,2023-11-26,64
book_00001,2023-11-28,24
book_00001,2023-11-29,38
book_00001,2023-11-30,30
book_00001,2023-12-01,44
book_00001,2023-12-02,56
book_00001,2023-12-03,72
book_00001,2023-12-04,16
book_00001,2023-12-05,32
book_00001,2023-12-06,10
book_00001,2023-12-07,52
book_00001,2023-12-08,38
book_00001,2023-12-09,80
book_00001,2023-12-10,22
book_00001,2023-12-12,24
book_00001,2023-12-13,62
book_00001,2023-12-14,44
book_00001,2023-12-15,22
book_00001,2023-12-16,92
book_00001,2023-12-17,62
book_00001,2023-12-19,14
book_00001,2023-12-20,46
book_00001,2023-12-21,54
book_00001,2023-12-22,64
book_00001,2023-12-23,8
book_00001,2023-12-24,22
book_00001,2023-12-26,30
book_00001,2023-12-27,32
book_00001,2023-12-28,52
book_00001,2023-12-29,108
book_00001,2024-01-05,22
book_00001,2024-01-06,42
book_00001,2024-01-07,32
book_00001,2024-01-10,32
book_00001,2024-01-11,24
book_00001,2024-01-12,20
book_00001,2024-01-13,50
book_00001,2024-01-14,56
book_00001,2024-01-16,10
book_00001,2024-01-17,42
book_00001,2024-01-18,48
book_00001,2024-01-19,34
book_00001,2024-01-20,48
book_00001,2024-01-21,76
book_00001,2024-01-22,4
book_00001,2024-01-23,22
book_00001,2024-01-24,16
book_00001,2024-01-25,50
book_00001,2024-01-26,30
book_00001,2024-01-27,74
book_00001,2024-01-28,46
book_00001,2024-01-29,2
book_00001,2024-01-30,8
book_00001,2024-01-31,24
book_00001,2024-02-01,20
book_00001,2024-02-02,38
book_00001,2024-02-03,108
book_00001,2024-02-04,60
book_00001,2024-02-05,6
book_00001,2024-02-06,22
book_00001,2024-02-07,16
book_00001,2024-02-08,44
book_00001,2024-02-09,46
book_00001,2024-02-10,50
book_00001,2024-02-11,46
book_00001,2024-02-13,40
book_00001,2024-02-14,34
book_00001,2024-02-15,30
book_00001,2024-02-16,32
book_00001,2024-02-17,78
book_00001,2024-02-18,44
book_00001,2024-02-19,6
book_00001,2024-02-20,14
book_00001,2024-02-21,28
book_00001,2024-02-22,50
book_00001,2024-02-23,22
book_00001,2024-02-24,80
book_00001,2024-02-25,54
book_00001,2024-02-27,16
book_00001,2024-02-28,22
book_00002,2023-01-05,24
book_00002,2023-01-06,56
book_00002,2023-01-07,12
book_00002,2023-01-08,16
book_00002,2023-01-09,26
book_00002,2023-01-10,28
book_00002,2023-01-11,4
book_00002,2023-01-13,42
book_00002,2023-01-14,16
book_00002,2023-01-15,42
book_00002,2023-01-16,34
book_00002,2023-01-17,2
book_00002,2023-01-19,30
book_00002,2023-01-20,22
book_00002,2023-01-21,50
book_00002,2023-01-22,90
book_00002,2023-01-23,32
book_00002,2023-01-24,8
book_00002,2023-01-26,6
book_00002,2023-01-27,20
book_00002,2023-01-28,22
book_00002,2023-01-29,100
book_00002,2023-01-30,24
book_00002,2023-02-02,12
book_00002,2023-02-03,20
book_00002,2023-02-04,6
book_00002,2023-02-05,26
book_00002,2023-02-06,10
book_00002,2023-02-07,4
book_00002,2023-02-09,12
book_00002,2023-02-10,42
book_00002,2023-02-11,12
book_00002,2023-02-12,30
book_00002,2023-02-13,6
book_00002,2023-02-14,38
book_00002,2023-02-16,16
book_00002,2023-02-17,16
book_00002,2023-02-18,44
book_00002,2023-02-19,54
book_00002,2023-02-20,44
book_00002,2023-02-21,6
book_00002,2023-02-23,36
book_00002,2023-02-24,16
book_00002,2023-02-25,20
book_00002,2023-02-26,66
book_00002,2023-02-27,32
book_00002,2023-03-02,42
book_00002,2023-03-03,2
book_00002,2023-03-04,64
book_00002,2023-03-05,54
book_00002,2023-03-06,4
book_00002,2023-03-08,44
book_00002,2023-03-09,28
book_00002,2023-03-10,18
book_00002,2023-03-11,18
book_00002,2023-03-12,38
book_00002,2023-03-13,6
book_00002,2023-03-16,2
book_00002,2023-03-17,16
book_00002,2023-03-18,40
book_00002,2023-03-19,18
book_00002,2023-03-20,44
book_00002,2023-03-22,4
book_00002,2023-03-23,28
book_00002,2023-03-24,2
book_00002,2023-03-25,2
book_00002,2023-03-26,10
book_00002,2023-03-27,2
book_00002,2023-03-30,26
book_00002,2023-03-31,6
book_00002,2023-04-01,58
book_00002,2023-04-02,12
book_00002,2023-04-05,10
book_00002,2023-04-06,32
book_00002,2023-04-08,34
book_00002,2023-04-09,34
book_00002,2023-04-10,10
book_00002,2023-04-12,32
book_00002,2023-04-13,6
book_00002,2023-04-14,18
book_00002,2023-04-15,52
book_00002,2023-04-16,2
book_00002,2023-04-17,12
book_00002,2023-04-19,24
book_00002,2023-04-21,10
book_00002,2023-04-23,12
book_00002,2023-04-26,12
book_00002,2023-04-27,10
book_00002,2023-04-28,40
book_00002,2023-04-29,42
book_00002,2023-04-30,66
book_00002,2023-05-01,2
book_00002,2023-05-03,36
book_00002,2023-05-04,30
book_00002,2023-05-05,2
book_00002,2023-05-06,48
book_00002,2023-05-07,2
book_00002,2023-05-08,8
book_00002,2023-05-10,12
book_00002,2023-05-11,8
book_00002,2023-05-12,16
book_00002,2023-05-14,8
book_00002,2023-05-15,8
book_00002,2023-05-17,12
book_00002,2023-05-18,22
book_00002,2023-05-19,6
book_00002,2023-05-20,42
book_00002,2023-05-21,2
book_00002,2023-05-22,12
book_00002,2023-05-24,4
book_00002,2023-05-26,14
book_00002,2023-05-27,14
book_00002,2023-05-28,2
book_00002,2023-05-31,4
book_00002,2023-06-01,8
book_00002,2023-06-02,4
book_00002,2023-06-03,18
book_00002,2023-06-04,6
book_00002,2023-06-05,2
book_00002,2023-06-09,4
book_00002,2023-06-10,24
book_00002,2023-06-11,6
book_00002,2023-06-12,10
book_00002,2023-06-14,6
book_00002,2023-06-15,18
book_00002,2023-06-17,28
book_00002,2023-06-18,10
book_00002,2023-06-19,2
book_00002,2023-06-21,2
book_00002,2023-06-22,4
book_00002,2023-06-24,4
book_00002,2023-06-25,16
book_00002,2023-06-26,2
book_00002,2023-06-28,4
book_00002,2023-06-29,14
book_00002,2023-06-30,2
book_00002,2023-07-01,26
book_00002,2023-07-02,26
book_00002,2023-07-03,8
book_00002,2023-07-05,14
book_00002,2023-07-06,8
book_00002,2023-07-07,10
book_00002,2023-07-08,10
book_00002,2023-07-09,10
book_00002,2023-07-10,4
book_00002,2023-07-12,10
book_00002,2023-07-13,12
book_00002,2023-07-15,12
book_00002,2023-07-16,2
book_00002,2023-07-17,6
book_00002,2023-07-19,8
book_00002,2023-07-20,8
book_00002,2023-07-21,10
book_00002,2023-07-22,4
book_00002,2023-07-23,6
book_00002,2023-07-24,6
book_00002,2023-07-26,6
book_00002,2023-07-27,2
book_00002,2023-07-29,18
book_00002,2023-07-30,8
book_00002,2023-07-31,2
book_00002,2023-08-03,4
book_00002,2023-08-04,4
book_00002,2023-08-05,2
book_00002,2023-08-06,10
book_00002,2023-08-07,2
book_00002,2023-08-10,10
book_00002,2023-08-12,14
book_00002,2023-08-13,16
book_00002,2023-08-17,6
book_00002,2023-08-18,2
book_00002,2023-08-19,14
book_00002,2023-08-20,14
book_00002,2023-08-21,6
book_00002,2023-08-23,2
book_00002,2023-08-24,8
book_00002,2023-08-25,2
book_00002,2023-08-26,20
book_00002,2023-08-27,10
book_00002,2023-08-30,2
book_00002,2023-09-01,20
book_00002,2023-09-02,28
book_00002,2023-09-03,4
book_00002,2023-09-04,2
book_00002,2023-09-07,8
book_00002,2023-09-09,2
book_00002,2023-09-10,18
book_00002,2023-09-13,10
book_00002,2023-09-14,2
book_00002,2023-09-15,4
book_00002,2023-09-16,8
book_00002,2023-09-17,16
book_00002,2023-09-18,4
book_00002,2023-09-20,2
book_00002,2023-09-22,2
book_00002,2023-09-23,18
book_00002,2023-09-29,10
book_00002,2023-09-30,24
book_00002,2023-10-01,6
book_00002,2023-10-02,4
book_00002,2023-10-04,8
book_00002,2023-10-06,8
book_00002,2023-10-07,16
book_00002,2023-10-08,2
book_00002,2023-10-09,2
book_00002,2023-10-11,12
book_00002,2023-10-12,12
book_00002,2023-10-15,4
book_00002,2023-10-16,4
book_00002,2023-10-18,2
book_00002,2023-10-19,6
book_00002,2023-10-21,4
book_00002,2023-10-22,14
book_00002,2023-10-23,10
book_00002,2023-10-25,6
book_00002,2023-10-26,2
book_00002,2023-10-27,12
book_00002,2023-10-28,8
book_00002,2023-10-29,2
book_00002,2023-10-30,4
book_00002,2023-11-01,4
book_00002,2023-11-02,18
book_00002,2023-11-04,20
book_00002,2023-11-05,2
book_00002,2023-11-08,10
book_00002,2023-11-10,12
book_00002,2023-11-11,6
book_00002,2023-11-12,4
book_00002,2023-11-15,8
book_00002,2023-11-16,8
book_00002,2023-11-18,16
book_00002,2023-11-19,2
book_00002,2023-11-20,8
book_00002,2023-11-22,18
book_00002,2023-11-25,10
book_00002,2023-11-27,4
book_00002,2023-11-29,2
book_00002,2023-12-01,16
book_00002,2023-12-02,18
book_00002,2023-12-03,10
book_00002,2023-12-04,2
book_00002,2023-12-06,2
book_00002,2023-12-07,14
book_00002,2023-12-08,8
book_00002,2023-12-09,26
book_00002,2023-12-10,8
book_00002,2023-12-12,4
book_00002,2023-12-13,4
book_00002,2023-12-15,12
book_00002,2023-12-16,16
book_00002,2023-12-17,12
book_00002,2023-12-18,2
book_00002,2023-12-19,2
book_00002,2023-12-20,26
book_00002,2023-12-21,2
book_00002,2023-12-22,12
book_00002,2023-12-23,4
book_00002,2023-12-24,4
book_00002,2023-12-28,2
book_00002,2023-12-29,2
book_00002,2024-01-05,8
book_00002,2024-01-06,4
book_00002,2024-01-08,2
book_00002,2024-01-10,4
book_00002,2024-01-11,2
book_00002,2024-01-12,6
book_00002,2024-01-14,2
book_00002,2024-01-15,2
book_00002,2024-01-20,6
book_00002,2024-01-21,2
book_00002,2024-01-25,2
book_00002,2024-01-28,4
book_00002,2024-02-01,12
book_00002,2024-02-03,10
book_00002,2024-02-04,8
book_00002,2024-02-05,16
book_00002,2024-02-07,6
book_00002,2024-02-09,2
book_00002,2024-02-10,6
book_00002,2024-02-11,4
book_00002,2024-02-12,4
book_00002,2024-02-14,2
book_00002,2024-02-15,6
book_00002,2024-02-18,2
book_00002,2024-02-19,4
book_00002,2024-02-23,2
book_00002,2024-02-25,2
book_00002,2024-02-28,6
book_00003,2023-07-01,56
book_00003,2023-07-02,94
book_00003,2023-07-03,64
book_00003,2023-07-04,32
book_00003,2023-07-05,54
book_00003,2023-07-06,58
book_00003,2023-07-07,50
book_00003,2023-07-08,26
book_00003,2023-07-09,82
book_00003,2023-07-10,132
book_00003,2023-07-11,34
book_00003,2023-07-12,62
book_00003,2023-07-13,72
book_00003,2023-07-14,34
book_00003,2023-07-15,32
book_00003,2023-07-16,64
book_00003,2023-07-17,94
book_00003,2023-07-18,58
book_00003,2023-07-19,52
book_00003,2023-07-20,32
book_00003,2023-07-21,82
book_00003,2023-07-22,36
book_00003,2023-07-23,78
book_00003,2023-07-24,76
book_00003,2023-07-25,54
book_00003,2023-07-26,50
book_00003,2023-07-27,44
book_00003,2023-07-28,38
book_00003,2023-07-29,64
book_00003,2023-07-30,84
book_00003,2023-07-31,62
book_00003,2023-08-01,34
book_00003,2023-08-02,48
book_00003,2023-08-03,32
book_00003,2023-08-04,22
book_00003,2023-08-05,52
book_00003,2023-08-06,66
book_00003,2023-08-07,90
book_00003,2023-08-08,80
book_00003,2023-08-09,50
book_00003,2023-08-10,74
book_00003,2023-08-11,90
book_00003,2023-08-12,74
book_00003,2023-08-13,70
book_00003,2023-08-14,66
book_00003,2023-08-15,76
book_00003,2023-08-16,56
book_00003,2023-08-17,54
book_00003,2023-08-18,50
book_00003,2023-08-19,82
book_00003,2023-08-20,90
book_00003,2023-08-21,102
book_00003,2023-08-22,40
book_00003,2023-08-23,56
book_00003,2023-08-24,68
book_00003,2023-08-25,66
book_00003,2023-08-26,54
book_00003,2023-08-27,112
book_00003,2023-08-28,94
book_00003,2023-08-29,86
book_00003,2023-08-30,42
book_00003,2023-08-31,66
book_00003,2023-09-01,38
book_00003,2023-09-02,68
book_00003,2023-09-03,68
book_00003,2023-09-04,106
book_00003,2023-09-05,68
book_00003,2023-09-06,78
book_00003,2023-09-07,78
book_00003,2023-09-08,54
book_00003,2023-09-09,74
book_00003,2023-09-10,76
book_00003,2023-09-11,88
book_00003,2023-09-12,78
book_00003,2023-09-13,80
book_00003,2023-09-14,48
book_00003,2023-09-15,44
book_00003,2023-09-16,64
book_00003,2023-09-17,68
book_00003,2023-09-18,88
book_00003,2023-09-19,56
book_00003,2023-09-20,34
book_00003,2023-09-21,52
book_00003,2023-09-22,78
book_00003,2023-09-23,48
book_00003,2023-09-24,74
book_00003,2023-09-25,74
book_00003,2023-09-26,38
book_00003,2023-09-27,34
book_00003,2023-09-28,60
book_00003,2023-09-29,56
book_00003,2023-09-30,56
book_00003,2023-10-01,64
book_00003,2023-10-02,94
book_00003,2023-10-03,56
book_00003,2023-10-04,74
book_00003,2023-10-05,42
book_00003,2023-10-06,30
book_00003,2023-10-07,64
book_00003,2023-10-08,58
book_00003,2023-10-09,104
book_00003,2023-10-10,94
book_00003,2023-10-11,50
book_00003,2023-10-12,54
book_00003,2023-10-13,56
book_00003,2023-10-14,60
book_00003,2023-10-15,72
book_00003,2023-10-16,86
book_00003,2023-10-17,58
book_00003,2023-10-18,40
book_00003,2023-10-19,48
book_00003,2023-10-20,32
book_00003,2023-10-21,50
book_00003,2023-10-22,56
book_00003,2023-10-23,74
book_00003,2023-10-24,48
book_00003,2023-10-25,48
book_00003,2023-10-26,58
book_00003,2023-10-27,42
book_00003,2023-10-28,38
book_00003,2023-10-29,68
book_00003,2023-10-30,88
book_00003,2023-10-31,44
book_00003,2023-11-01,46
book_00003,2023-11-02,40
book_00003,2023-11-03,64
book_00003,2023-11-04,50
book_00003,2023-11-05,42
book_00003,2023-11-06,88
book_00003,2023-11-07,46
book_00003,2023-11-08,36
book_00003,2023-11-09,22
book_00003,2023-11-10,46
book_00003,2023-11-11,46
book_00003,2023-11-12,72
book_00003,2023-11-13,68
book_00003,2023-11-14,22
book_00003,2023-11-15,52
book_00003,2023-11-16,32
book_00003,2023-11-17,52
book_00003,2023-11-18,42
book_00003,2023-11-19,48
book_00003,2023-11-20,72
book_00003,2023-11-21,48
book_00003,2023-11-22,56
book_00003,2023-11-23,80
book_00003,2023-11-24,38
book_00003,2023-11-25,40
book_00003,2023-11-26,72
book_00003,2023-11-27,70
book_00003,2023-11-28,52
book_00003,2023-11-29,54
book_00003,2023-11-30,54
book_00003,2023-12-01,42
book_00003,2023-12-02,56
book_00003,2023-12-03,60
book_00003,2023-12-04,76
book_00003,2023-12-05,58
book_00003,2023-12-06,34
book_00003,2023-12-07,28
book_00003,2023-12-08,32
book_00003,2023-12-09,32
book_00003,2023-12-10,114
book_00003,2023-12-11,72
book_00003,2023-12-12,50
book_00003,2023-12-13,46
book_00003,2023-12-14,36
book_00003,2023-12-15,28
book_00003,2023-12-16,48
book_00003,2023-12-17,72
book_00003,2023-12-18,72
book_00003,2023-12-19,52
book_00003,2023-12-20,36
book_00003,2023-12-21,38
book_00003,2023-12-22,42
book_00003,2023-12-23,70
book_00003,2023-12-24,40
book_00003,2023-12-25,72
book_00003,2023-12-26,40
book_00003,2023-12-27,26
book_00003,2023-12-28,46
book_00003,2023-12-29,106
book_00003,2023-12-30,92
book_00003,2023-12-31,50
book_00003,2024-01-01,48
book_00003,2024-01-02,48
book_00003,2024-01-03,90
book_00003,2024-01-04,76
book_00003,2024-01-05,30
book_00003,2024-01-06,56
book_00003,2024-01-07,72
book_00003,2024-01-08,54
book_00003,2024-01-09,76
book_00003,2024-01-10,36
book_00003,2024-01-11,26
book_00003,2024-01-12,56
book_00003,2024-01-13,64
book_00003,2024-01-14,58
book_00003,2024-01-15,80
book_00003,2024-01-16,62
book_00003,2024-01-17,34
book_00003,2024-01-18,22
book_00003,2024-01-19,62
book_00003,2024-01-20,30
book_00003,2024-01-21,78
book_00003,2024-01-22,92
book_00003,2024-01-23,36
book_00003,2024-01-24,16
book_00003,2024-01-25,36
book_00003,2024-01-26,20
book_00003,2024-01-27,46
book_00003,2024-01-28,86
book_00003,2024-01-29,60
book_00003,2024-01-30,4
book_00003,2024-02-03,30
book_00003,2024-02-04,62
book_00003,2024-02-05,70
book_00003,2024-02-06,42
book_00003,2024-02-07,18
book_00003,2024-02-08,36
book_00003,2024-02-09,50
book_00003,2024-02-10,40
book_00003,2024-02-11,76
book_00003,2024-02-12,74
book_00003,2024-02-13,46
book_00003,2024-02-14,44
book_00003,2024-02-15,52
book_00003,2024-02-16,28
book_00003,2024-02-17,24
book_00003,2024-02-18,82
book_00003,2024-02-19,66
book_00003,2024-02-20,36
book_00003,2024-02-21,38
book_00003,2024-02-22,34
book_00003,2024-02-23,22
book_00003,2024-02-24,48
book_00003,2024-02-25,76
book_00003,2024-02-26,86
book_00003,2024-02-27,28
book_00003,2024-02-28,38
book_00004,2023-02-25,4
book_00004,2023-02-26,26
book_00004,2023-02-27,12
book_00004,2023-02-28,60
book_00004,2023-02-28,22
book_00004,2023-03-01,34
book_00004,2023-03-02,14
book_00004,2023-03-03,28
book_00004,2023-03-04,20
book_00004,2023-03-05,34
book_00004,2023-03-06,50
book_00004,2023-03-07,20
book_00004,2023-03-08,22
book_00004,2023-03-09,26
book_00004,2023-03-10,22
book_00004,2023-03-11,44
book_00004,2023-03-12,32
book_00004,2023-03-13,28
book_00004,2023-03-14,22
book_00004,2023-03-15,18
book_00004,2023-03-16,38
book_00004,2023-03-17,24
book_00004,2023-03-18,16
book_00004,2023-03-19,38
book_00004,2023-03-20,16
book_00004,2023-03-21,40
book_00004,2023-03-22,34
book_00004,2023-03-23,28
book_00004,2023-03-24,30
book_00004,2023-03-25,22
book_00004,2023-03-26,28
book_00004,2023-03-27,40
book_00004,2023-03-28,8
book_00004,2023-03-29,28
book_00004,2023-03-30,24
book_00004,2023-03-31,18
book_00004,2023-04-01,34
book_00004,2023-04-02,20
book_00004,2023-04-03,2
book_00004,2023-04-04,8
book_00004,2023-04-05,12
book_00004,2023-04-06,22
book_00004,2023-04-07,86
book_00004,2023-04-08,14
book_00004,2023-04-09,42
book_00004,2023-04-10,60
book_00004,2023-04-12,12
book_00004,2023-04-13,8
book_00004,2023-04-14,8
book_00004,2023-04-15,32
book_00004,2023-04-16,50
book_00004,2023-04-17,24
book_00004,2023-04-18,18
book_00004,2023-04-19,8
book_00004,2023-04-20,10
book_00004,2023-04-21,18
book_00004,2023-04-22,30
book_00004,2023-04-23,30
book_00004,2023-04-24,38
book_00004,2023-04-25,18
book_00004,2023-04-26,28
book_00004,2023-04-27,10
book_00004,2023-04-28,8
book_00004,2023-04-29,42
book_00004,2023-04-30,12
book_00004,2023-05-01,6
book_00004,2023-05-02,28
book_00004,2023-05-03,20
book_00004,2023-05-04,42
book_00004,2023-05-05,34
book_00004,2023-05-06,20
book_00004,2023-05-07,22
book_00004,2023-05-08,50
book_00004,2023-05-09,10
book_00004,2023-05-10,10
book_00004,2023-05-11,28
book_00004,2023-05-12,22
book_00004,2023-05-13,24
book_00004,2023-05-14,14
book_00004,2023-05-15,18
book_00004,2023-05-16,16
book_00004,2023-05-17,14
book_00004,2023-05-18,30
book_00004,2023-05-19,8
book_00004,2023-05-20,20
book_00004,2023-05-21,26
book_00004,2023-05-22,26
book_00004,2023-05-23,10
book_00004,2023-05-24,8
book_00004,2023-05-25,18
book_00004,2023-05-26,18
book_00004,2023-05-27,16
book_00004,2023-05-28,18
book_00004,2023-05-29,22
book_00004,2023-05-30,20
book_00004,2023-05-31,8
book_00004,2023-06-01,22
book_00004,2023-06-02,12
book_00004,2023-06-03,26
book_00004,2023-06-04,16
book_00004,2023-06-05,10
book_00004,2023-06-06,18
book_00004,2023-06-07,26
book_00004,2023-06-08,22
book_00004,2023-06-09,14
book_00004,2023-06-10,10
book_00004,2023-06-11,22
book_00004,2023-06-12,12
book_00004,2023-06-13,12
book_00004,2023-06-14,12
book_00004,2023-06-15,10
book_00004,2023-06-16,24
book_00004,2023-06-17,14
book_00004,2023-06-18,14
book_00004,2023-06-19,24
book_00004,2023-06-20,20
book_00004,2023-06-21,20
book_00004,2023-06-22,14
book_00004,2023-06-23,16
book_00004,2023-06-24,16
book_00004,2023-06-25,8
book_00004,2023-06-26,26
book_00004,2023-06-27,12
book_00004,2023-06-28,20
book_00004,2023-06-29,14
book_00004,2023-06-30,26
book_00004,2023-07-01,24
